KEY_CODE,T000918001,T000918002,T000918003,T000918004,T000918005,T000918006,T000918007,T000918008,T000918009,T000918010,T000918011,T000918012,T000918013,T000918014,T000918015,T000918016,T000918017,T000918018,T000918019,T000918020,T000918021,T000918022,T000918023,T000918024,T000918025,T000918026,T000918027,T000918028,T000918029,T000918030,T000918031,T000918032,T000918033,T000918034,T000918035,T000918036,T000918037,T000918038,T000918039,T000918040
392860221,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,2,1
392860223,12,1,0,1,0,11,0,0,0,3,0,0,0,2,0,0,2,1,3,100,27,0,27,0,73,0,0,0,10,0,0,0,4,0,0,45,4,10,56,44
392860224,33,3,0,2,1,30,0,0,1,5,0,6,0,13,2,1,1,0,1,76,18,0,16,2,58,0,0,3,9,0,8,0,25,9,1,2,0,1,42,34
392860321,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,164,0,0,0,0,164,0,0,0,0,0,0,0,0,0,164,0,0,0,120,44
392860464,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
392860473,7,1,0,1,0,6,0,0,1,2,0,0,0,2,0,0,0,0,1,23,12,0,12,0,11,0,0,0,4,0,0,0,5,0,0,0,0,2,14,9
392860514,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,33,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,33,0,0,7,26
392860523,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1
392860524,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0
392860534,4,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,1,0,0,13,0,0,0,0,10,0,0,0,6,0,0,0,0,0,0,4,0,0,6,7
392860543,5,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,1,1,2,27,0,0,0,0,27,0,0,0,0,0,0,4,0,0,0,17,3,3,12,15
392860563,11,0,0,0,0,11,0,0,0,2,0,0,1,2,4,0,1,0,1,512,0,0,0,0,512,0,0,0,8,0,0,2,355,33,0,4,0,110,259,253
392860564,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3
392860571,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
392860583,2,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
392860584,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,4,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,2,3,1
392860612,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,1,2
392860631,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0
392860632,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,2,4
392860633,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,4,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,2,2,2
392860641,6,1,0,0,1,5,0,0,0,3,0,0,0,0,2,0,0,0,0,18,13,0,0,13,5,0,0,0,3,0,0,0,0,2,0,0,0,0,11,7
392860642,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
392860651,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,3,0,0,0,1,0,0,0,0,0,2,0,0,0,2,1
392860652,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5
392860653,4,1,0,0,1,3,0,0,0,2,0,0,0,1,0,0,0,0,0,13,3,0,0,3,10,0,0,0,7,0,0,0,3,0,0,0,0,0,6,7
392860654,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,5,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,3,0,0,1,4
392860663,4,1,0,1,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,30,11,0,11,0,19,0,0,14,5,0,0,0,0,0,0,0,0,0,23,7
392860664,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2
392860682,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,5,0,0,0,0,5,0,0,0,1,0,0,0,0,0,4,0,0,0,3,2
392860752,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1
392860753,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
392860761,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
392860762,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1
392860791,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3
392860793,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
392860822,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,23,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,19,4
392860894,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
392860912,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0,0,5,3
392861802,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,2,1,2
392870074,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2
392870171,2,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
392870172,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
392870201,2,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,56,0,0,0,0,56,0,0,0,52,0,0,0,0,4,0,0,0,0,8,48
392870203,14,2,0,1,1,11,0,0,0,6,0,0,1,1,2,0,0,0,1,88,7,0,1,6,80,0,0,0,45,0,0,2,16,5,0,0,0,12,61,27
392870204,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
392870292,6,2,0,2,0,4,0,0,0,2,0,0,0,1,0,0,0,0,1,19,12,0,12,0,7,0,0,0,3,0,0,0,2,0,0,0,0,2,13,6
392870293,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
392870294,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,6,3
392870301,47,7,0,2,5,40,0,1,1,15,0,2,1,2,4,2,9,0,3,312,82,0,19,63,230,0,1,1,89,0,6,2,3,5,6,110,0,7,168,144
392870302,9,0,0,0,0,9,0,0,1,2,0,0,1,0,1,0,2,0,2,64,0,0,0,0,64,0,0,12,3,0,0,1,0,1,0,43,0,4,22,29
392870303,35,8,0,3,5,26,0,0,0,13,1,1,5,3,1,1,0,1,0,455,45,0,11,34,379,0,0,0,106,4,3,225,10,11,1,0,19,0,311,144
392870304,20,4,0,3,1,16,0,0,0,8,0,0,0,1,3,0,2,0,2,224,57,0,52,5,167,0,0,0,124,0,0,0,10,22,0,4,0,7,107,102
392870313,3,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,1,0,0,48,0,0,0,0,48,0,0,0,2,0,0,0,7,0,0,39,0,0,20,21
392870314,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,11,0,0,4,7
392870393,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,1,2
392870394,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1
392870401,3,0,0,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,119,0,0,0,0,119,0,0,22,97,0,0,0,0,0,0,0,0,0,77,42
392870402,20,3,0,2,1,16,0,0,0,6,0,0,1,0,4,1,1,0,3,140,21,0,19,2,118,0,0,0,26,0,0,1,0,8,2,29,0,52,97,43
392870403,8,0,0,0,0,8,0,0,0,4,0,0,1,0,1,0,1,0,1,21,0,0,0,0,21,0,0,0,13,0,0,1,0,1,0,5,0,1,9,12
392870404,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
392870411,30,4,0,4,0,26,0,0,0,8,0,0,0,6,2,2,5,0,3,223,77,0,77,0,146,0,0,0,14,0,0,0,17,3,10,96,0,6,106,108
392870412,7,0,0,0,0,7,0,0,0,4,0,0,0,0,0,0,1,0,2,23,0,0,0,0,23,0,0,0,5,0,0,0,0,0,0,9,0,9,9,14
392870413,13,1,0,1,0,12,0,0,0,3,0,0,1,1,2,1,1,0,3,75,26,0,26,0,49,0,0,0,11,0,0,1,1,2,1,25,0,8,45,30
392870414,10,4,0,2,2,6,0,0,0,3,0,1,0,0,0,1,1,0,0,75,36,0,8,28,39,0,0,0,22,0,2,0,0,0,1,14,0,0,58,17
392870423,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
392870464,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
392870501,3,1,0,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,27,5,0,0,5,22,0,0,0,0,0,3,19,0,0,0,0,0,0,23,4
392870502,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,1,2
392870503,5,2,0,0,2,3,0,0,0,2,0,0,0,0,0,0,0,0,1,31,26,0,0,26,5,0,0,0,3,0,0,0,0,0,0,0,0,2,19,12
392870512,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0
392870513,3,0,0,0,0,3,0,0,0,1,0,0,0,0,1,1,0,0,0,4,0,0,0,0,4,0,0,0,1,0,0,0,0,1,2,0,0,0,3,1
392870521,29,3,0,2,1,26,0,0,0,13,0,2,0,0,4,1,1,1,4,106,27,0,21,6,79,0,0,0,43,0,8,0,0,4,7,5,5,7,61,45
392870524,14,2,0,2,0,12,0,0,0,4,0,1,0,1,1,0,1,0,4,71,7,0,7,0,64,0,0,0,21,0,3,0,3,1,0,26,0,10,28,43
392870533,5,0,0,0,0,5,0,0,0,1,0,0,0,0,2,0,0,0,2,7,0,0,0,0,7,0,0,0,1,0,0,0,0,2,0,0,0,4,2,5
392870553,3,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,22,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,7,15
392870571,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2
392870584,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
392870593,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,1,2
392870622,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
392870631,5,0,0,0,0,5,0,0,0,3,0,0,0,0,0,1,0,0,1,9,0,0,0,0,9,0,0,0,5,0,0,0,0,0,2,0,0,2,7,2
392870632,3,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,47,43,0,0,43,1,0,0,0,1,0,0,0,0,0,0,0,0,0,42,5
392870641,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
392870651,3,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,1,4,0,0,0,0,4,0,0,0,1,0,0,0,0,1,0,0,0,2,1,3
392870653,4,0,0,0,0,4,0,0,0,3,0,0,0,0,1,0,0,0,0,5,0,0,0,0,5,0,0,0,4,0,0,0,0,1,0,0,0,0,3,2
392870664,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,0,0,0,18,0,0,0,0,0,0,0,0,0,7,11
392870691,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14,13,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1
392870693,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,3,5
392870724,2,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
392870764,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0
392870771,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,25,1,0,0,1,24,0,0,0,0,0,0,0,0,0,0,24,0,0,7,18
392870773,3,1,0,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,42,5,0,5,0,37,0,0,0,27,0,10,0,0,0,0,0,0,0,30,12
392870784,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0
392870791,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1
392870794,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
392870803,3,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,1,10,0,0,0,0,10,0,0,0,6,0,0,0,2,0,0,0,0,2,7,3
392870804,7,0,0,0,0,7,0,0,2,2,0,0,0,1,1,0,0,0,1,10,0,0,0,0,10,0,0,2,3,0,0,0,2,1,0,0,0,2,4,6
392870813,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,14,0,0,0,0,14,0,0,0,3,0,0,0,0,0,0,11,0,0,3,11
392870821,7,1,0,1,0,6,0,0,0,2,0,0,0,1,0,0,1,0,2,35,10,0,10,0,25,0,0,0,4,0,0,0,3,0,0,10,0,8,23,12
392870822,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1
392870823,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
392870871,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,1,3
392870874,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,1,2,0,0,0,2,1
392870884,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,159,0,0,0,0,159,0,0,0,0,0,0,0,0,0,0,159,0,0,69,90
392870894,2,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,6,2,0,0,0,0,0,0,0,0,0,4,4
392870902,4,0,0,0,0,4,0,0,0,0,0,0,1,0,2,0,0,1,0,4,0,0,0,0,4,0,0,0,0,0,0,1,0,2,0,0,1,0,1,3
392870914,4,0,0,0,0,4,0,0,0,1,0,0,0,1,2,0,0,0,0,8,0,0,0,0,8,0,0,0,2,0,0,0,3,3,0,0,0,0,4,4
392870972,7,0,0,0,0,7,0,0,0,2,0,0,0,1,2,0,2,0,0,39,0,0,0,0,39,0,0,0,11,0,0,0,4,2,0,22,0,0,21,18
392870981,4,1,0,0,1,3,0,0,1,1,0,0,0,0,1,0,0,0,0,25,2,0,0,2,23,0,0,8,14,0,0,0,0,1,0,0,0,0,12,13
392870982,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
392870983,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6,5,0,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2
392870984,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
392870992,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
392871202,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
392871204,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
392871211,4,1,0,1,0,3,0,0,0,0,0,1,0,0,1,0,1,0,0,22,3,0,3,0,19,0,0,0,0,0,1,0,0,5,0,13,0,0,11,11
392871212,4,0,0,0,0,4,0,0,0,1,0,0,0,1,1,1,0,0,0,20,0,0,0,0,20,0,0,0,3,0,0,0,4,11,2,0,0,0,10,10
392871302,2,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,36,29,0,0,29,7,0,0,0,0,0,0,7,0,0,0,0,0,0,29,7
392871312,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
392871314,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
392871444,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,7,1
392871501,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2
392871513,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1
392871514,4,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,40,0,0,0,0,39,0,0,0,0,0,0,0,39,0,0,0,0,0,11,28
392871523,14,1,0,0,1,11,0,0,0,3,0,0,1,0,1,0,1,2,3,107,32,0,0,32,55,0,0,0,7,0,0,5,0,11,0,8,18,6,75,31
392871524,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1
392871531,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3
392871533,6,2,0,1,1,4,0,0,0,1,0,1,0,0,0,0,1,0,1,24,10,0,9,1,14,0,0,0,1,0,3,0,0,0,0,8,0,2,14,10
392871542,4,2,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,19,15,0,15,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,12,7
392871551,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
392871563,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,47,0,0,0,0,47,0,0,0,0,0,0,24,0,0,0,0,0,23,31,16
392871573,3,1,0,0,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,8,4,0,0,4,4,0,0,0,3,0,0,0,0,1,0,0,0,0,7,1
392871601,3,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,21,0,0,0,0,14,0,0,0,0,0,0,0,2,0,12,0,0,0,14,7
392871611,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
392871612,3,1,0,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,7,1,0,0,1,6,0,0,0,2,0,0,0,4,0,0,0,0,0,3,4
392871624,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,25,0,0,0,0,25,0,0,0,0,0,0,0,25,0,0,0,0,0,13,12
392871702,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0
392871711,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
